,Temp,Time,Current
0,16.3,00:00,0.0
1,16.2,01:00,0.0
2,16.0,02:00,0.0
3,15.5,03:00,0.0
4,15.4,04:00,0.0
5,15.3,05:00,0.0
6,15.4,06:00,0.0
7,15.7,07:00,0.0
8,16.5,08:00,0.0
9,16.8,09:00,16.8
10,17.6,10:00,0.0
11,18.3,11:00,0.0
12,18.6,12:00,0.0
13,18.1,13:00,0.0
14,18.1,14:00,0.0
15,17.7,15:00,0.0
16,17.9,16:00,0.0
17,18.0,17:00,0.0
18,17.7,18:00,0.0
19,17.1,19:00,0.0
20,16.3,20:00,0.0
21,15.4,21:00,0.0
22,14.9,22:00,0.0
23,14.6,23:00,0.0
